Ride_id,Date,Season_type,Year,Month,Hour,Holiday,Weekday,Weather,Temperature
299,13-01-2011,Spring,2011,January,21,FALSE,Thursday,"Clear, Partly cloudy",0.14
300,13-01-2011,Spring,2011,January,22,FALSE,Thursday,"Clear, Partly cloudy",0.14
301,13-01-2011,Spring,2011,January,23,FALSE,Thursday,"Clear, Partly cloudy",0.12
302,14-01-2011,Spring,2011,January,0,FALSE,Friday,"Clear, Partly cloudy",0.12
303,14-01-2011,Spring,2011,January,1,FALSE,Friday,"Clear, Partly cloudy",0.1
304,14-01-2011,Spring,2011,January,2,FALSE,Friday,"Clear, Partly cloudy",0.1
305,14-01-2011,Spring,2011,January,3,FALSE,Friday,"Clear, Partly cloudy",0.1
306,14-01-2011,Spring,2011,January,5,FALSE,Friday,"Clear, Partly cloudy",0.1
307,14-01-2011,Spring,2011,January,6,FALSE,Friday,"Clear, Partly cloudy",0.1
308,14-01-2011,Spring,2011,January,7,FALSE,Friday,"Clear, Partly cloudy",0.1
309,14-01-2011,Spring,2011,January,8,FALSE,Friday,"Clear, Partly cloudy",0.12
310,14-01-2011,Spring,2011,January,9,FALSE,Friday,"Clear, Partly cloudy",0.14
311,14-01-2011,Spring,2011,January,10,FALSE,Friday,"Clear, Partly cloudy",0.18
312,14-01-2011,Spring,2011,January,11,FALSE,Friday,"Clear, Partly cloudy",0.18
313,14-01-2011,Spring,2011,January,12,FALSE,Friday,"Clear, Partly cloudy",0.2
314,14-01-2011,Spring,2011,January,13,FALSE,Friday,"Clear, Partly cloudy",0.22
315,14-01-2011,Spring,2011,January,14,FALSE,Friday,"Clear, Partly cloudy",0.22
316,14-01-2011,Spring,2011,January,15,FALSE,Friday,"Clear, Partly cloudy",0.24
317,14-01-2011,Spring,2011,January,16,FALSE,Friday,"Clear, Partly cloudy",0.22
318,14-01-2011,Spring,2011,January,17,FALSE,Friday,"Clear, Partly cloudy",0.22
319,14-01-2011,Spring,2011,January,18,FALSE,Friday,"Clear, Partly cloudy",0.2
320,14-01-2011,Spring,2011,January,19,FALSE,Friday,"Clear, Partly cloudy",0.16
321,14-01-2011,Spring,2011,January,20,FALSE,Friday,"Clear, Partly cloudy",0.18
322,14-01-2011,Spring,2011,January,21,FALSE,Friday,"Clear, Partly cloudy",0.16
323,14-01-2011,Spring,2011,January,22,FALSE,Friday,"Misty, Cloudy",0.16
324,14-01-2011,Spring,2011,January,23,FALSE,Friday,"Misty, Cloudy",0.18
325,15-01-2011,Spring,2011,January,0,TRUE,Saturday,"Clear, Partly cloudy",0.18
326,15-01-2011,Spring,2011,January,1,TRUE,Saturday,"Misty, Cloudy",0.16
327,15-01-2011,Spring,2011,January,2,TRUE,Saturday,"Misty, Cloudy",0.16
328,15-01-2011,Spring,2011,January,3,TRUE,Saturday,"Misty, Cloudy",0.16
329,15-01-2011,Spring,2011,January,4,TRUE,Saturday,"Misty, Cloudy",0.16
330,15-01-2011,Spring,2011,January,5,TRUE,Saturday,"Clear, Partly cloudy",0.16
331,15-01-2011,Spring,2011,January,6,TRUE,Saturday,"Clear, Partly cloudy",0.14
332,15-01-2011,Spring,2011,January,7,TRUE,Saturday,"Clear, Partly cloudy",0.14
333,15-01-2011,Spring,2011,January,8,TRUE,Saturday,"Clear, Partly cloudy",0.14
334,15-01-2011,Spring,2011,January,9,TRUE,Saturday,"Clear, Partly cloudy",0.16
335,15-01-2011,Spring,2011,January,10,TRUE,Saturday,"Clear, Partly cloudy",0.18
336,15-01-2011,Spring,2011,January,11,TRUE,Saturday,"Clear, Partly cloudy",0.2
337,15-01-2011,Spring,2011,January,12,TRUE,Saturday,"Clear, Partly cloudy",0.24
338,15-01-2011,Spring,2011,January,13,TRUE,Saturday,"Clear, Partly cloudy",0.28
339,15-01-2011,Spring,2011,January,14,TRUE,Saturday,"Clear, Partly cloudy",0.3
340,15-01-2011,Spring,2011,January,15,TRUE,Saturday,"Misty, Cloudy",0.32
341,15-01-2011,Spring,2011,January,16,TRUE,Saturday,"Misty, Cloudy",0.34
342,15-01-2011,Spring,2011,January,17,TRUE,Saturday,"Misty, Cloudy",0.32
343,15-01-2011,Spring,2011,January,18,TRUE,Saturday,"Misty, Cloudy",0.3
344,15-01-2011,Spring,2011,January,19,TRUE,Saturday,"Misty, Cloudy",0.32
345,15-01-2011,Spring,2011,January,20,TRUE,Saturday,"Misty, Cloudy",0.32
346,15-01-2011,Spring,2011,January,21,TRUE,Saturday,"Misty, Cloudy",0.32
347,15-01-2011,Spring,2011,January,22,TRUE,Saturday,"Misty, Cloudy",0.3
348,15-01-2011,Spring,2011,January,23,TRUE,Saturday,"Clear, Partly cloudy",0.3
349,16-01-2011,Spring,2011,January,0,TRUE,Sunday,"Clear, Partly cloudy",0.26
350,16-01-2011,Spring,2011,January,1,TRUE,Sunday,"Clear, Partly cloudy",0.26
351,16-01-2011,Spring,2011,January,2,TRUE,Sunday,"Clear, Partly cloudy",0.26
352,16-01-2011,Spring,2011,January,3,TRUE,Sunday,"Clear, Partly cloudy",0.22
353,16-01-2011,Spring,2011,January,4,TRUE,Sunday,"Clear, Partly cloudy",0.26
354,16-01-2011,Spring,2011,January,5,TRUE,Sunday,"Misty, Cloudy",0.26
355,16-01-2011,Spring,2011,January,6,TRUE,Sunday,"Misty, Cloudy",0.26
356,16-01-2011,Spring,2011,January,7,TRUE,Sunday,"Misty, Cloudy",0.24
357,16-01-2011,Spring,2011,January,8,TRUE,Sunday,"Clear, Partly cloudy",0.22
358,16-01-2011,Spring,2011,January,9,TRUE,Sunday,"Clear, Partly cloudy",0.22
359,16-01-2011,Spring,2011,January,10,TRUE,Sunday,"Clear, Partly cloudy",0.22
360,16-01-2011,Spring,2011,January,11,TRUE,Sunday,"Clear, Partly cloudy",0.24
361,16-01-2011,Spring,2011,January,12,TRUE,Sunday,"Clear, Partly cloudy",0.24
362,16-01-2011,Spring,2011,January,13,TRUE,Sunday,"Clear, Partly cloudy",0.26
363,16-01-2011,Spring,2011,January,14,TRUE,Sunday,"Clear, Partly cloudy",0.28
364,16-01-2011,Spring,2011,January,15,TRUE,Sunday,"Clear, Partly cloudy",0.26
365,16-01-2011,Spring,2011,January,16,TRUE,Sunday,"Clear, Partly cloudy",0.24
366,16-01-2011,Spring,2011,January,17,TRUE,Sunday,"Clear, Partly cloudy",0.22
367,16-01-2011,Spring,2011,January,18,TRUE,Sunday,"Clear, Partly cloudy",0.2
368,16-01-2011,Spring,2011,January,19,TRUE,Sunday,"Clear, Partly cloudy",0.18
369,16-01-2011,Spring,2011,January,20,TRUE,Sunday,"Clear, Partly cloudy",0.18
370,16-01-2011,Spring,2011,January,21,TRUE,Sunday,"Clear, Partly cloudy",0.18
371,16-01-2011,Spring,2011,January,22,TRUE,Sunday,"Misty, Cloudy",0.2
372,16-01-2011,Spring,2011,January,23,TRUE,Sunday,"Misty, Cloudy",0.2
373,17-01-2011,Spring,2011,January,0,FALSE,Monday,"Misty, Cloudy",0.2
374,17-01-2011,Spring,2011,January,1,FALSE,Monday,"Misty, Cloudy",0.2
375,17-01-2011,Spring,2011,January,2,FALSE,Monday,"Misty, Cloudy",0.18
376,17-01-2011,Spring,2011,January,3,FALSE,Monday,"Misty, Cloudy",0.18
377,17-01-2011,Spring,2011,January,4,FALSE,Monday,"Misty, Cloudy",0.18
378,17-01-2011,Spring,2011,January,5,FALSE,Monday,"Misty, Cloudy",0.18
379,17-01-2011,Spring,2011,January,6,FALSE,Monday,"Misty, Cloudy",0.18
380,17-01-2011,Spring,2011,January,7,FALSE,Monday,"Misty, Cloudy",0.16
381,17-01-2011,Spring,2011,January,8,FALSE,Monday,"Misty, Cloudy",0.16
382,17-01-2011,Spring,2011,January,9,FALSE,Monday,"Misty, Cloudy",0.16
383,17-01-2011,Spring,2011,January,10,FALSE,Monday,"Misty, Cloudy",0.16
384,17-01-2011,Spring,2011,January,11,FALSE,Monday,"Misty, Cloudy",0.16
385,17-01-2011,Spring,2011,January,12,FALSE,Monday,"Misty, Cloudy",0.18
386,17-01-2011,Spring,2011,January,13,FALSE,Monday,"Misty, Cloudy",0.18
387,17-01-2011,Spring,2011,January,14,FALSE,Monday,"Misty, Cloudy",0.18
388,17-01-2011,Spring,2011,January,15,FALSE,Monday,"Misty, Cloudy",0.2
389,17-01-2011,Spring,2011,January,16,FALSE,Monday,"Misty, Cloudy",0.2
390,17-01-2011,Spring,2011,January,17,FALSE,Monday,"Clear, Partly cloudy",0.2
391,17-01-2011,Spring,2011,January,18,FALSE,Monday,"Misty, Cloudy",0.18
392,17-01-2011,Spring,2011,January,19,FALSE,Monday,"Light Rain,Thunderstorm",0.18
393,17-01-2011,Spring,2011,January,20,FALSE,Monday,"Light Rain,Thunderstorm",0.16
394,17-01-2011,Spring,2011,January,21,FALSE,Monday,"Light Rain,Thunderstorm",0.16
395,17-01-2011,Spring,2011,January,22,FALSE,Monday,"Light Rain,Thunderstorm",0.14
396,17-01-2011,Spring,2011,January,23,FALSE,Monday,"Light Rain,Thunderstorm",0.16
397,18-01-2011,Spring,2011,January,12,FALSE,Tuesday,"Misty, Cloudy",0.2
398,18-01-2011,Spring,2011,January,13,FALSE,Tuesday,"Misty, Cloudy",0.2
399,18-01-2011,Spring,2011,January,14,FALSE,Tuesday,"Misty, Cloudy",0.22
400,18-01-2011,Spring,2011,January,15,FALSE,Tuesday,"Misty, Cloudy",0.22
401,18-01-2011,Spring,2011,January,16,FALSE,Tuesday,"Misty, Cloudy",0.22
402,18-01-2011,Spring,2011,January,17,FALSE,Tuesday,"Misty, Cloudy",0.22
403,18-01-2011,Spring,2011,January,18,FALSE,Tuesday,"Misty, Cloudy",0.22
404,18-01-2011,Spring,2011,January,19,FALSE,Tuesday,"Misty, Cloudy",0.22
405,18-01-2011,Spring,2011,January,20,FALSE,Tuesday,"Misty, Cloudy",0.22
406,18-01-2011,Spring,2011,January,21,FALSE,Tuesday,"Misty, Cloudy",0.22
407,18-01-2011,Spring,2011,January,22,FALSE,Tuesday,"Misty, Cloudy",0.22
408,18-01-2011,Spring,2011,January,23,FALSE,Tuesday,"Misty, Cloudy",0.22
409,19-01-2011,Spring,2011,January,0,FALSE,Wednesday,"Misty, Cloudy",0.22
410,19-01-2011,Spring,2011,January,1,FALSE,Wednesday,"Light Rain,Thunderstorm",0.22
411,19-01-2011,Spring,2011,January,2,FALSE,Wednesday,"Light Rain,Thunderstorm",0.22
412,19-01-2011,Spring,2011,January,4,FALSE,Wednesday,"Light Rain,Thunderstorm",0.22
413,19-01-2011,Spring,2011,January,5,FALSE,Wednesday,"Misty, Cloudy",0.22
414,19-01-2011,Spring,2011,January,6,FALSE,Wednesday,"Misty, Cloudy",0.22
415,19-01-2011,Spring,2011,January,7,FALSE,Wednesday,"Misty, Cloudy",0.24
416,19-01-2011,Spring,2011,January,8,FALSE,Wednesday,"Misty, Cloudy",0.24
417,19-01-2011,Spring,2011,January,9,FALSE,Wednesday,"Misty, Cloudy",0.24
418,19-01-2011,Spring,2011,January,10,FALSE,Wednesday,"Misty, Cloudy",0.26
419,19-01-2011,Spring,2011,January,11,FALSE,Wednesday,"Misty, Cloudy",0.28
420,19-01-2011,Spring,2011,January,12,FALSE,Wednesday,"Misty, Cloudy",0.3
421,19-01-2011,Spring,2011,January,13,FALSE,Wednesday,"Clear, Partly cloudy",0.4
422,19-01-2011,Spring,2011,January,14,FALSE,Wednesday,"Clear, Partly cloudy",0.4
423,19-01-2011,Spring,2011,January,15,FALSE,Wednesday,"Clear, Partly cloudy",0.4
424,19-01-2011,Spring,2011,January,16,FALSE,Wednesday,"Clear, Partly cloudy",0.38
425,19-01-2011,Spring,2011,January,17,FALSE,Wednesday,"Clear, Partly cloudy",0.36
426,19-01-2011,Spring,2011,January,18,FALSE,Wednesday,"Clear, Partly cloudy",0.34
427,19-01-2011,Spring,2011,January,19,FALSE,Wednesday,"Clear, Partly cloudy",0.32
428,19-01-2011,Spring,2011,January,20,FALSE,Wednesday,"Clear, Partly cloudy",0.32
429,19-01-2011,Spring,2011,January,21,FALSE,Wednesday,"Clear, Partly cloudy",0.32
430,19-01-2011,Spring,2011,January,22,FALSE,Wednesday,"Clear, Partly cloudy",0.3
431,19-01-2011,Spring,2011,January,23,FALSE,Wednesday,"Clear, Partly cloudy",0.3
432,20-01-2011,Spring,2011,January,0,FALSE,Thursday,"Clear, Partly cloudy",0.26
433,20-01-2011,Spring,2011,January,1,FALSE,Thursday,"Clear, Partly cloudy",0.26
434,20-01-2011,Spring,2011,January,2,FALSE,Thursday,"Clear, Partly cloudy",0.26
435,20-01-2011,Spring,2011,January,3,FALSE,Thursday,"Clear, Partly cloudy",0.26
436,20-01-2011,Spring,2011,January,4,FALSE,Thursday,"Clear, Partly cloudy",0.26
437,20-01-2011,Spring,2011,January,5,FALSE,Thursday,"Clear, Partly cloudy",0.24
438,20-01-2011,Spring,2011,January,6,FALSE,Thursday,"Clear, Partly cloudy",0.22
439,20-01-2011,Spring,2011,January,7,FALSE,Thursday,"Clear, Partly cloudy",0.22
440,20-01-2011,Spring,2011,January,8,FALSE,Thursday,"Clear, Partly cloudy",0.22
441,20-01-2011,Spring,2011,January,9,FALSE,Thursday,"Misty, Cloudy",0.24
442,20-01-2011,Spring,2011,January,10,FALSE,Thursday,"Clear, Partly cloudy",0.26
443,20-01-2011,Spring,2011,January,11,FALSE,Thursday,"Misty, Cloudy",0.28
444,20-01-2011,Spring,2011,January,12,FALSE,Thursday,"Misty, Cloudy",0.3
445,20-01-2011,Spring,2011,January,13,FALSE,Thursday,"Misty, Cloudy",0.28
446,20-01-2011,Spring,2011,January,14,FALSE,Thursday,"Misty, Cloudy",0.3
447,20-01-2011,Spring,2011,January,15,FALSE,Thursday,"Misty, Cloudy",0.32
448,20-01-2011,Spring,2011,January,16,FALSE,Thursday,"Misty, Cloudy",0.3
449,20-01-2011,Spring,2011,January,17,FALSE,Thursday,"Misty, Cloudy",0.3
450,20-01-2011,Spring,2011,January,18,FALSE,Thursday,"Misty, Cloudy",0.26
451,20-01-2011,Spring,2011,January,19,FALSE,Thursday,"Clear, Partly cloudy",0.26
452,20-01-2011,Spring,2011,January,20,FALSE,Thursday,"Misty, Cloudy",0.26
453,20-01-2011,Spring,2011,January,21,FALSE,Thursday,"Misty, Cloudy",0.24
454,20-01-2011,Spring,2011,January,22,FALSE,Thursday,"Misty, Cloudy",0.24
455,20-01-2011,Spring,2011,January,23,FALSE,Thursday,"Misty, Cloudy",0.24
456,21-01-2011,Spring,2011,January,0,FALSE,Friday,"Misty, Cloudy",0.24
457,21-01-2011,Spring,2011,January,1,FALSE,Friday,"Misty, Cloudy",0.24
458,21-01-2011,Spring,2011,January,2,FALSE,Friday,"Light Rain,Thunderstorm",0.24
459,21-01-2011,Spring,2011,January,3,FALSE,Friday,"Light Rain,Thunderstorm",0.22
460,21-01-2011,Spring,2011,January,4,FALSE,Friday,"Misty, Cloudy",0.22
461,21-01-2011,Spring,2011,January,5,FALSE,Friday,"Clear, Partly cloudy",0.24
462,21-01-2011,Spring,2011,January,6,FALSE,Friday,"Clear, Partly cloudy",0.22
463,21-01-2011,Spring,2011,January,7,FALSE,Friday,"Clear, Partly cloudy",0.2
464,21-01-2011,Spring,2011,January,8,FALSE,Friday,"Clear, Partly cloudy",0.2
465,21-01-2011,Spring,2011,January,9,FALSE,Friday,"Clear, Partly cloudy",0.2
466,21-01-2011,Spring,2011,January,10,FALSE,Friday,"Clear, Partly cloudy",0.2
467,21-01-2011,Spring,2011,January,11,FALSE,Friday,"Clear, Partly cloudy",0.22
468,21-01-2011,Spring,2011,January,12,FALSE,Friday,"Clear, Partly cloudy",0.22
469,21-01-2011,Spring,2011,January,13,FALSE,Friday,"Clear, Partly cloudy",0.2
470,21-01-2011,Spring,2011,January,14,FALSE,Friday,"Clear, Partly cloudy",0.2
471,21-01-2011,Spring,2011,January,15,FALSE,Friday,"Clear, Partly cloudy",0.16
472,21-01-2011,Spring,2011,January,16,FALSE,Friday,"Clear, Partly cloudy",0.16
473,21-01-2011,Spring,2011,January,17,FALSE,Friday,"Clear, Partly cloudy",0.14
474,21-01-2011,Spring,2011,January,18,FALSE,Friday,"Clear, Partly cloudy",0.12
475,21-01-2011,Spring,2011,January,19,FALSE,Friday,"Clear, Partly cloudy",0.12
476,21-01-2011,Spring,2011,January,20,FALSE,Friday,"Clear, Partly cloudy",0.1
477,21-01-2011,Spring,2011,January,21,FALSE,Friday,"Clear, Partly cloudy",0.08
478,21-01-2011,Spring,2011,January,22,FALSE,Friday,"Clear, Partly cloudy",0.06
479,21-01-2011,Spring,2011,January,23,FALSE,Friday,"Clear, Partly cloudy",0.06
480,22-01-2011,Spring,2011,January,0,TRUE,Saturday,"Clear, Partly cloudy",0.04
481,22-01-2011,Spring,2011,January,1,TRUE,Saturday,"Misty, Cloudy",0.04
482,22-01-2011,Spring,2011,January,2,TRUE,Saturday,"Misty, Cloudy",0.04
483,22-01-2011,Spring,2011,January,3,TRUE,Saturday,"Misty, Cloudy",0.04
484,22-01-2011,Spring,2011,January,4,TRUE,Saturday,"Misty, Cloudy",0.02
485,22-01-2011,Spring,2011,January,6,TRUE,Saturday,"Misty, Cloudy",0.02
486,22-01-2011,Spring,2011,January,7,TRUE,Saturday,"Clear, Partly cloudy",0.02
487,22-01-2011,Spring,2011,January,8,TRUE,Saturday,"Clear, Partly cloudy",0.02
488,22-01-2011,Spring,2011,January,9,TRUE,Saturday,"Clear, Partly cloudy",0.04
489,22-01-2011,Spring,2011,January,10,TRUE,Saturday,"Misty, Cloudy",0.04
490,22-01-2011,Spring,2011,January,11,TRUE,Saturday,"Misty, Cloudy",0.06
491,22-01-2011,Spring,2011,January,12,TRUE,Saturday,"Misty, Cloudy",0.06
492,22-01-2011,Spring,2011,January,13,TRUE,Saturday,"Clear, Partly cloudy",0.08
493,22-01-2011,Spring,2011,January,14,TRUE,Saturday,"Clear, Partly cloudy",0.1
494,22-01-2011,Spring,2011,January,15,TRUE,Saturday,"Clear, Partly cloudy",0.12
495,22-01-2011,Spring,2011,January,16,TRUE,Saturday,"Clear, Partly cloudy",0.12
496,22-01-2011,Spring,2011,January,17,TRUE,Saturday,"Clear, Partly cloudy",0.12
497,22-01-2011,Spring,2011,January,18,TRUE,Saturday,"Clear, Partly cloudy",0.08
498,22-01-2011,Spring,2011,January,19,TRUE,Saturday,"Clear, Partly cloudy",0.08
499,22-01-2011,Spring,2011,January,20,TRUE,Saturday,"Clear, Partly cloudy",0.06
500,22-01-2011,Spring,2011,January,21,TRUE,Saturday,"Clear, Partly cloudy",0.06
501,22-01-2011,Spring,2011,January,22,TRUE,Saturday,"Clear, Partly cloudy",0.06
502,22-01-2011,Spring,2011,January,23,TRUE,Saturday,"Clear, Partly cloudy",0.04
503,23-01-2011,Spring,2011,January,0,TRUE,Sunday,"Clear, Partly cloudy",0.04
504,23-01-2011,Spring,2011,January,1,TRUE,Sunday,"Clear, Partly cloudy",0.04
505,23-01-2011,Spring,2011,January,2,TRUE,Sunday,"Clear, Partly cloudy",0.02
506,23-01-2011,Spring,2011,January,3,TRUE,Sunday,"Clear, Partly cloudy",0.02
507,23-01-2011,Spring,2011,January,5,TRUE,Sunday,"Misty, Cloudy",0.04
508,23-01-2011,Spring,2011,January,6,TRUE,Sunday,"Misty, Cloudy",0.04
509,23-01-2011,Spring,2011,January,7,TRUE,Sunday,"Clear, Partly cloudy",0.08
510,23-01-2011,Spring,2011,January,8,TRUE,Sunday,"Clear, Partly cloudy",0.06
511,23-01-2011,Spring,2011,January,9,TRUE,Sunday,"Clear, Partly cloudy",0.1
512,23-01-2011,Spring,2011,January,10,TRUE,Sunday,"Clear, Partly cloudy",0.14
513,23-01-2011,Spring,2011,January,11,TRUE,Sunday,"Clear, Partly cloudy",0.14
514,23-01-2011,Spring,2011,January,12,TRUE,Sunday,"Clear, Partly cloudy",0.16
515,23-01-2011,Spring,2011,January,13,TRUE,Sunday,"Clear, Partly cloudy",0.14
516,23-01-2011,Spring,2011,January,14,TRUE,Sunday,"Clear, Partly cloudy",0.16
517,23-01-2011,Spring,2011,January,15,TRUE,Sunday,"Clear, Partly cloudy",0.16
518,23-01-2011,Spring,2011,January,16,TRUE,Sunday,"Clear, Partly cloudy",0.16
519,23-01-2011,Spring,2011,January,17,TRUE,Sunday,"Clear, Partly cloudy",0.14
520,23-01-2011,Spring,2011,January,18,TRUE,Sunday,"Clear, Partly cloudy",0.12
521,23-01-2011,Spring,2011,January,19,TRUE,Sunday,"Clear, Partly cloudy",0.12
522,23-01-2011,Spring,2011,January,20,TRUE,Sunday,"Clear, Partly cloudy",0.1
523,23-01-2011,Spring,2011,January,21,TRUE,Sunday,"Clear, Partly cloudy",0.1
524,23-01-2011,Spring,2011,January,22,TRUE,Sunday,"Clear, Partly cloudy",0.08
525,23-01-2011,Spring,2011,January,23,TRUE,Sunday,"Clear, Partly cloudy",0.06
526,24-01-2011,Spring,2011,January,0,FALSE,Monday,"Clear, Partly cloudy",0.06
527,24-01-2011,Spring,2011,January,1,FALSE,Monday,"Clear, Partly cloudy",0.04
528,24-01-2011,Spring,2011,January,3,FALSE,Monday,"Clear, Partly cloudy",0.04
529,24-01-2011,Spring,2011,January,4,FALSE,Monday,"Clear, Partly cloudy",0.02
530,24-01-2011,Spring,2011,January,5,FALSE,Monday,"Clear, Partly cloudy",0.02
531,24-01-2011,Spring,2011,January,6,FALSE,Monday,"Clear, Partly cloudy",0.02
532,24-01-2011,Spring,2011,January,7,FALSE,Monday,"Clear, Partly cloudy",0.02
533,24-01-2011,Spring,2011,January,8,FALSE,Monday,"Clear, Partly cloudy",0.04
534,24-01-2011,Spring,2011,January,9,FALSE,Monday,"Clear, Partly cloudy",0.06
535,24-01-2011,Spring,2011,January,10,FALSE,Monday,"Clear, Partly cloudy",0.1
536,24-01-2011,Spring,2011,January,11,FALSE,Monday,"Clear, Partly cloudy",0.1
537,24-01-2011,Spring,2011,January,12,FALSE,Monday,"Misty, Cloudy",0.12
538,24-01-2011,Spring,2011,January,13,FALSE,Monday,"Misty, Cloudy",0.14
539,24-01-2011,Spring,2011,January,14,FALSE,Monday,"Misty, Cloudy",0.14
540,24-01-2011,Spring,2011,January,15,FALSE,Monday,"Clear, Partly cloudy",0.16
541,24-01-2011,Spring,2011,January,16,FALSE,Monday,"Clear, Partly cloudy",0.16
542,24-01-2011,Spring,2011,January,17,FALSE,Monday,"Clear, Partly cloudy",0.14
543,24-01-2011,Spring,2011,January,18,FALSE,Monday,"Clear, Partly cloudy",0.14
544,24-01-2011,Spring,2011,January,19,FALSE,Monday,"Clear, Partly cloudy",0.14
545,24-01-2011,Spring,2011,January,20,FALSE,Monday,"Clear, Partly cloudy",0.14
546,24-01-2011,Spring,2011,January,21,FALSE,Monday,"Clear, Partly cloudy",0.14
547,24-01-2011,Spring,2011,January,22,FALSE,Monday,"Misty, Cloudy",0.14
548,24-01-2011,Spring,2011,January,23,FALSE,Monday,"Misty, Cloudy",0.16
549,25-01-2011,Spring,2011,January,0,FALSE,Tuesday,"Misty, Cloudy",0.16
550,25-01-2011,Spring,2011,January,1,FALSE,Tuesday,"Misty, Cloudy",0.16
551,25-01-2011,Spring,2011,January,2,FALSE,Tuesday,"Clear, Partly cloudy",0.16
552,25-01-2011,Spring,2011,January,4,FALSE,Tuesday,"Clear, Partly cloudy",0.14
553,25-01-2011,Spring,2011,January,5,FALSE,Tuesday,"Clear, Partly cloudy",0.14
554,25-01-2011,Spring,2011,January,6,FALSE,Tuesday,"Clear, Partly cloudy",0.16
555,25-01-2011,Spring,2011,January,7,FALSE,Tuesday,"Clear, Partly cloudy",0.16
556,25-01-2011,Spring,2011,January,8,FALSE,Tuesday,"Misty, Cloudy",0.16
557,25-01-2011,Spring,2011,January,9,FALSE,Tuesday,"Misty, Cloudy",0.2
558,25-01-2011,Spring,2011,January,10,FALSE,Tuesday,"Misty, Cloudy",0.22
559,25-01-2011,Spring,2011,January,11,FALSE,Tuesday,"Misty, Cloudy",0.24
560,25-01-2011,Spring,2011,January,12,FALSE,Tuesday,"Misty, Cloudy",0.26
561,25-01-2011,Spring,2011,January,13,FALSE,Tuesday,"Misty, Cloudy",0.26
562,25-01-2011,Spring,2011,January,14,FALSE,Tuesday,"Misty, Cloudy",0.3
563,25-01-2011,Spring,2011,January,15,FALSE,Tuesday,"Misty, Cloudy",0.32
564,25-01-2011,Spring,2011,January,16,FALSE,Tuesday,"Misty, Cloudy",0.32
565,25-01-2011,Spring,2011,January,17,FALSE,Tuesday,"Clear, Partly cloudy",0.3
566,25-01-2011,Spring,2011,January,18,FALSE,Tuesday,"Misty, Cloudy",0.3
567,25-01-2011,Spring,2011,January,19,FALSE,Tuesday,"Misty, Cloudy",0.26
568,25-01-2011,Spring,2011,January,20,FALSE,Tuesday,"Clear, Partly cloudy",0.24
569,25-01-2011,Spring,2011,January,21,FALSE,Tuesday,"Clear, Partly cloudy",0.24
570,25-01-2011,Spring,2011,January,22,FALSE,Tuesday,"Clear, Partly cloudy",0.22
571,25-01-2011,Spring,2011,January,23,FALSE,Tuesday,"Misty, Cloudy",0.22
572,26-01-2011,Spring,2011,January,0,FALSE,Wednesday,"Misty, Cloudy",0.22
573,26-01-2011,Spring,2011,January,1,FALSE,Wednesday,"Misty, Cloudy",0.24
574,26-01-2011,Spring,2011,January,2,FALSE,Wednesday,"Light Rain,Thunderstorm",0.22
575,26-01-2011,Spring,2011,January,5,FALSE,Wednesday,"Light Rain,Thunderstorm",0.2
576,26-01-2011,Spring,2011,January,6,FALSE,Wednesday,"Light Rain,Thunderstorm",0.2
577,26-01-2011,Spring,2011,January,7,FALSE,Wednesday,"Light Rain,Thunderstorm",0.22
578,26-01-2011,Spring,2011,January,8,FALSE,Wednesday,"Light Rain,Thunderstorm",0.22
579,26-01-2011,Spring,2011,January,9,FALSE,Wednesday,"Light Rain,Thunderstorm",0.22
580,26-01-2011,Spring,2011,January,10,FALSE,Wednesday,"Light Rain,Thunderstorm",0.22
581,26-01-2011,Spring,2011,January,11,FALSE,Wednesday,"Light Rain,Thunderstorm",0.22
582,26-01-2011,Spring,2011,January,12,FALSE,Wednesday,"Light Rain,Thunderstorm",0.22
583,26-01-2011,Spring,2011,January,13,FALSE,Wednesday,"Light Rain,Thunderstorm",0.22
584,26-01-2011,Spring,2011,January,14,FALSE,Wednesday,"Light Rain,Thunderstorm",0.22
585,26-01-2011,Spring,2011,January,15,FALSE,Wednesday,"Light Rain,Thunderstorm",0.22
586,26-01-2011,Spring,2011,January,16,FALSE,Wednesday,"Heavy Rain, Ice Pallets",0.22
587,26-01-2011,Spring,2011,January,17,FALSE,Wednesday,"Light Rain,Thunderstorm",0.2
588,27-01-2011,Spring,2011,January,16,FALSE,Thursday,"Clear, Partly cloudy",0.22
589,27-01-2011,Spring,2011,January,17,FALSE,Thursday,"Clear, Partly cloudy",0.22
590,27-01-2011,Spring,2011,January,18,FALSE,Thursday,"Clear, Partly cloudy",0.2
591,27-01-2011,Spring,2011,January,19,FALSE,Thursday,"Clear, Partly cloudy",0.2
592,27-01-2011,Spring,2011,January,20,FALSE,Thursday,"Clear, Partly cloudy",0.18
593,27-01-2011,Spring,2011,January,21,FALSE,Thursday,"Clear, Partly cloudy",0.18
594,27-01-2011,Spring,2011,January,22,FALSE,Thursday,"Clear, Partly cloudy",0.18
595,27-01-2011,Spring,2011,January,23,FALSE,Thursday,"Clear, Partly cloudy",0.18
596,28-01-2011,Spring,2011,January,0,FALSE,Friday,"Misty, Cloudy",0.2
597,28-01-2011,Spring,2011,January,1,FALSE,Friday,"Misty, Cloudy",0.2
598,28-01-2011,Spring,2011,January,2,FALSE,Friday,"Misty, Cloudy",0.2
599,28-01-2011,Spring,2011,January,3,FALSE,Friday,"Misty, Cloudy",0.2
